Governorate,siteId,activityId,locationId,location,partnerId,Partner,activity,activityCategory,indicatorId,Value,Indicator,month,database,indicatorCategory,Units,month.1,region.x,district,subdistrict,refugee.camps,camp.districts,comments,appeal,Fundedby,allocation,Camp,ITS,Other,Urban,Category,sector,gcode,gov,rcode,region,StartDate,men,women,boy,girl,Gender,SiteType
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24055,18,Men - Other affected Population,2013-11,1064,Impacted population this month,Individual,2013-11,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2013,Men,,,,Men,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,63,Boys - Other affected Population,2014-05,1064,Impacted population this month,Individual,2014-05,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,52,Girls - Other affected Population,2014-12,1064,Impacted population this month,Individual,2014-12,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2014,,,,Girls,Girls,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,18,# of new dwelling units brought to the affordable housing market,2014-07,1064,RRP6 - Performance Indicators,#,2014-07,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/07/2014,,,,,,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,27,Boys - Other affected Population,2014-09,1064,Impacted population this month,Individual,2014-09,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,22,Syrian Boys in Urban,2014-05,1064,Impacted population this month,Individual,2014-05,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/05/2014,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,23,Syrian Boys in Urban,2014-08,1064,Impacted population this month,Individual,2014-08,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/08/2014,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,85,# of new dwelling units brought to the affordable housing market,2014-01,1064,RRP6 - Performance Indicators,#,2014-01,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/01/2014,,,,,,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,70,Girls - Other affected Population,2014-04,1064,Impacted population this month,Individual,2014-04,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/04/2014,,,,Girls,Girls,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,22,Syrian Girls in Urban,2014-11,1064,Impacted population this month,Individual,2014-11,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2014,,,,Girls,Girls,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,67,# of new dwelling units brought to the affordable housing market,2014-03,1064,RRP6 - Performance Indicators,#,2014-03,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/03/2014,,,,,,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,21,Syrian Boys in Urban,2014-12,1064,Impacted population this month,Individual,2014-12,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2014,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24049,17,Syrian Boys in Urban,2014-09,1064,Impacted population this month,Individual,2014-09,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,52,Girls - Other affected Population,2014-11,1064,Impacted population this month,Individual,2014-11,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/11/2014,,,,Girls,Girls,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24052,268,Girls - Other affected Population,2014-02,1064,Impacted population this month,Individual,2014-02,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/02/2014,,,,Girls,Girls,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24053,50,Boys - Other affected Population,2013-12,1064,Impacted population this month,Individual,2013-12,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2013,,,Boys,,Boys,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,15,Syrian Girls in Urban,2014-10,1064,Impacted population this month,Individual,2014-10,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/10/2014,,,,Girls,Girls,   Urban areas - 
Irbid,365772092,4117,1700181606,Liwa at Tayyibah,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24051,73,Syrian Men in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,North,At Tayba,At Tayba,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/02/2014,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24050,17,Syrian Women in Urban,2014-12,1064,Impacted population this month,Individual,2014-12,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2014,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24048,28,Syrian Girls in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/03/2014,,,,Girls,Girls,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,8,# of new dwelling units brought to the affordable housing market,2014-06,1064,RRP6 - Performance Indicators,#,2014-06,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/06/2014,,,,,,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24051,15,Syrian Men in Urban,2014-12,1064,Impacted population this month,Individual,2014-12,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/12/2014,Men,,,,Men,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24050,21,Syrian Women in Urban,2013-09,1064,Impacted population this month,Individual,2013-09,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2013,Men,Women,,,WomenMen,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24056,31,# of new dwelling units brought to the affordable housing market,2014-04,1064,RRP6 - Performance Indicators,#,2014-04,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/04/2014,,,,,,   Urban areas - 
Irbid,1520211989,4117,778149446,Liwa al Mazar ash Shamali,20,NRC,2. Increased housing units available,SHELTER-1. Host Communities,24054,15,Women - Other affected Population,2014-09,1064,Impacted population this month,Individual,2014-09,North,Al Mazar Ash Shamali,Al Mazar Ash Shamali,,,Increase housing units available by supporting Jordanian landlords with completing their unfinished properties and in return hosting refugee families rent-free for a period of 12-24 months. ,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1707,IRBID,1,North,01/09/2014,Men,Women,,,WomenMen,   Urban areas - 
