"","sector","StartDate","Category","activity","Indicator","Indicator2","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"5231","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Girls","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",2,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5232","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AzraqCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",20,"# of benef","Azraq Camp","North","Camp"
"5233","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1712",3,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5234","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","MAFRAQ","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",3,"# of benef","Mafraq Governorate","North","Host Community"
"5235","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",1,"# of benef","Zarqa Governorate","North","Host Community"
"5236","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","IRBID","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",4,"# of benef","Irbid Governorate","North","Host Community"
"5237","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",4,"# of benef","Mafraq Governorate","North","Host Community"
"5238","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Urban/Rural Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AMMAN","Boys","UNHCR"," Informal Tented SettlementOther[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",1,"# of benef","Amman Governorate","Center","Urban"
"5239","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",25,"# of benef","Zaatari Camp (all district)","North","Camp"
"5240","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",6,"# of benef","Mafraq Governorate","North","Host Community"
"5241","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Boys","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",2,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5242","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AzraqCamp","Girls","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",19,"# of benef","Azraq Camp","North","Camp"
"5243","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Urban/Rural Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","MAFRAQ","Boys","UNHCR"," Informal Tented Settlement   - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",2,"# of benef","Mafraq Governorate","North","Urban"
"5244","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",3,"# of benef","Mafraq Governorate","North","Host Community"
"5245","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","IRBID","Girls","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",1,"# of benef","Irbid Governorate","North","Host Community"
"5246","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","IRBID","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",5,"# of benef","Irbid Governorate","North","Host Community"
"5247","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AzraqCamp","Boys","IMC","Camp    - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",33,"# of benef","Azraq Camp","North","Camp"
"5248","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1712",1,"# of benef","Zarqa Governorate","North","Host Community"
"5249","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Girls","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",3,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5250","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Girls","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",3,"# of benef","Zaatari Camp (all district)","North","Camp"
"5251","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZARQA","Girls","TDH","Camp    - ","Indirect appeal","UNICEF","Yes","1","1712",3,"# of benef","Emirati Jordanian Camp (EJC)","North","Camp"
"5252","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",5,"# of benef","Zaatari Camp (all district)","North","Camp"
"5253","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","ZaatariCamp","Girls","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",4,"# of benef","Zaatari Camp (all district)","North","Camp"
"5254","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the home provided with multi-sectoral services","Urban/Rural Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services","AMMAN","Boys","UNHCR"," Informal Tented SettlementOther[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",3,"# of benef","Amman Governorate","Center","Urban"
"5255","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the schools provided with multi-sectoral services","Urban/Rural Syrian Girls (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services","AMMAN","Girls","UNHCR"," Informal Tented SettlementOther[Villages, Rural areas]Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","2","1705",1,"# of benef","Amman Governorate","Center","Urban"
"5256","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the schools provided with multi-sectoral services","Camps Syrian Boys (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services","ZaatariCamp","Boys","UNHCR","Camp    - ","Direct appeal","None - Fund direct from Donors","Yes","1","1711",1,"# of benef","Zaatari Camp (all district)","North","Camp"
"5257","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the schools provided with multi-sectoral services","Urban/Rural Syrian Boys (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services","IRBID","Boys","UNHCR","CampInformal Tented Settlement Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",4,"# of benef","Irbid Governorate","North","Urban"
"5258","PROTECTION","28/02/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# experiencing violence in the schools provided with multi-sectoral services","Urban/Rural Syrian Girls (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services","IRBID","Girls","UNHCR","CampInformal Tented Settlement Urban areas - ","Direct appeal","None - Fund direct from Donors","Yes","1","1707",9,"# of benef","Irbid Governorate","North","Urban"
"5269","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# in child labour provided with multi-sectoral services","Host Community Boys (Age 0-17) # in child labour provided with multi-sectoral services","IRBID","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",30,"# of benef","Irbid Governorate","North","Host Community"
"5270","PROTECTION","31/03/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# in child labour provided with multi-sectoral services","Host Community Boys (Age 0-17) # in child labour provided with multi-sectoral services","IRBID","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1707",19,"# of benef","Irbid Governorate","North","Host Community"
"5271","PROTECTION","31/01/2015","Child Protection","[REF4.4]Specialised Services/Case Mngmt.","# in child labour provided with multi-sectoral services","Host Community Boys (Age 0-17) # in child labour provided with multi-sectoral services","MAFRAQ","Boys","IMC","   Urban areas - ","Indirect appeal","UNHCR-UNICEF","Yes","1","1711",6,"# of benef","Mafraq Governorate","North","Host Community"
